distance_m,combined_delta_s,wp1232_delta_s,wp2501_delta_s,expected_additive_delta_s,interaction_s,interaction_standard_error_s
344.0,-1.4210854715202005e-15,0.004606312558893322,-1.4210854715202005e-15,0.004606312558891901,-0.004606312558893322,0.0046063125588915455
346.0,-1.4210854715202005e-15,0.0001460960926646493,-1.4210854715202005e-15,0.0001460960926632282,-0.0001460960926646493,0.00014609609266287294
348.0,-1.4210854715202005e-15,0.004918958338899415,-1.4210854715202005e-15,0.004918958338897994,-0.004918958338899415,0.0049189583388976384
350.0,-1.4210854715202005e-15,0.009642523964225802,-1.4210854715202005e-15,0.009642523964224381,-0.009642523964225802,0.009642523964224025
352.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
354.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
356.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
358.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
360.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
362.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
364.0,-1.4210854715202005e-15,0.00731448980688505,-1.4210854715202005e-15,0.007314489806883629,-0.00731448980688505,0.007314489806883273
366.0,-1.4210854715202005e-15,0.0026706372763076304,-1.4210854715202005e-15,0.0026706372763062093,-0.0026706372763076304,0.0026706372763058536
368.0,-1.4210854715202005e-15,0.002072422517233008,-1.4210854715202005e-15,0.002072422517231587,-0.002072422517233008,0.0020724225172312318
370.0,-1.4210854715202005e-15,0.006820504221409252,-1.4210854715202005e-15,0.006820504221407831,-0.006820504221409252,0.0068205042214074755
372.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
374.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
376.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
378.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
380.0,-1.4210854715202005e-15,0.009334870172608234,-1.4210854715202005e-15,0.009334870172606813,-0.009334870172608234,0.009334870172606459
382.0,-1.4210854715202005e-15,0.004544440939522687,-1.4210854715202005e-15,0.004544440939521267,-0.004544440939522687,0.004544440939520911
384.0,-1.4210854715202005e-15,0.00016383666636237136,-1.4210854715202005e-15,0.00016383666636095027,-0.00016383666636237136,0.000163836666360595
386.0,-1.4210854715202005e-15,0.0047057135576064725,-1.4210854715202005e-15,0.004705713557605052,-0.0047057135576064725,0.004705713557604696
388.0,-1.4210854715202005e-15,0.009721607791241382,-1.4210854715202005e-15,0.009721607791239961,-0.009721607791241382,0.009721607791239605
390.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
392.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
394.0,-1.4210854715202005e-15,0.010000000000002274,-1.4210854715202005e-15,0.010000000000000854,-0.010000000000002274,0.0100000000000005
396.0,-1.4210854715202005e-15,0.005413587301386968,-1.4210854715202005e-15,0.005413587301385548,-0.005413587301386968,0.005413587301385192
398.0,-1.4210854715202005e-15,0.004951094390945698,-1.4210854715202005e-15,0.0049510943909442775,-0.004951094390945698,0.004951094390943921
400.0,-1.4210854715202005e-15,0.00890242836918027,-1.4210854715202005e-15,0.00890242836917885,-0.00890242836918027,0.008902428369178492
